nodeId,originalNodeId,role
134,134,NPU
135,135,NPU
136,136,NPU
137,137,NPU
138,138,NPU
139,139,NPU
140,140,NPU
141,141,NPU
142,142,NPU
143,143,NPU
144,144,NPU
145,145,NPU
146,146,NPU
147,147,NPU
148,148,NPU
149,149,NPU
150,150,NPU
151,151,NPU
152,152,NPU
153,153,NPU
154,154,NPU
155,155,NPU
156,156,NPU
157,157,NPU
158,158,NPU
159,159,NPU
160,160,NPU
161,161,NPU
162,162,NPU
163,163,NPU
164,164,NPU
165,165,NPU
166,166,NPU
167,167,NPU
168,168,NPU
169,169,NPU
170,170,NPU
171,171,NPU
172,172,NPU
173,173,NPU
174,174,NPU
175,175,NPU
176,176,NPU
177,177,NPU
178,178,NPU
179,179,NPU
180,180,NPU
181,181,NPU
182,182,NPU
183,183,NPU
184,184,NPU
185,185,NPU
186,186,NPU
187,187,NPU
188,188,NPU
189,189,NPU
190,190,NPU
191,191,NPU
192,192,NPU
193,193,NPU
194,194,NPU
195,195,NPU
196,196,NPU
197,197,NPU
198,198,NPU
199,199,NPU
200,200,NPU
201,201,NPU
202,202,NPU
203,203,NPU
204,204,NPU
205,205,NPU
206,206,NPU
207,207,NPU
208,208,NPU
209,209,NPU
210,210,NPU
211,211,NPU
212,212,NPU
213,213,NPU
214,214,NPU
215,215,NPU
216,216,NPU
217,217,NPU
218,218,NPU
219,219,NPU
220,220,NPU
221,221,NPU
222,222,NPU
223,223,NPU
224,224,NPU
225,225,NPU
226,226,NPU
227,227,NPU
228,228,NPU
229,229,NPU
230,230,NPU
231,231,NPU
232,232,NPU
233,233,NPU
234,234,NPU
235,235,NPU
236,236,NPU
237,237,NPU
238,238,NPU
239,239,NPU
240,240,NPU
241,241,NPU
242,242,NPU
243,243,NPU
244,244,NPU
245,245,NPU
246,246,NPU
247,247,NPU
248,248,NPU
249,249,NPU
250,250,NPU
251,251,NPU
252,252,NPU
253,253,NPU
254,254,NPU
255,255,NPU
256,256,NPU
257,257,NPU
258,258,NPU
259,259,NPU
260,260,NPU
261,261,NPU
262,262,NPU
263,263,NPU
264,264,NPU
265,265,NPU
266,266,NPU
267,267,NPU
268,268,NPU
269,269,NPU
270,270,NPU
271,271,NPU
272,272,NPU
273,273,NPU
274,274,NPU
275,275,NPU
276,276,NPU
277,277,NPU
278,278,NPU
279,279,NPU
280,280,NPU
281,281,NPU
282,282,NPU
283,283,NPU
284,284,NPU
285,285,NPU
286,286,NPU
287,287,NPU
288,288,NPU
289,289,NPU
290,290,NPU
291,291,NPU
292,292,NPU
293,293,NPU
294,294,NPU
295,295,NPU
296,296,NPU
297,297,NPU
298,298,NPU
299,299,NPU
300,300,NPU
301,301,NPU
302,302,NPU
303,303,NPU
304,304,NPU
305,305,NPU
306,306,NPU
307,307,NPU
308,308,NPU
309,309,NPU
310,310,NPU
311,311,NPU
312,312,NPU
313,313,NPU
314,314,NPU
315,315,NPU
316,316,NPU
317,317,NPU
318,318,NPU
319,319,NPU
320,320,NPU
321,321,NPU
322,322,NPU
323,323,NPU
324,324,NPU
325,325,NPU
326,326,NPU
327,327,NPU
328,328,NPU
329,329,NPU
330,330,NPU
331,331,NPU
332,332,NPU
333,333,NPU
334,334,NPU
335,335,NPU
336,336,NPU
337,337,NPU
338,338,NPU
339,339,NPU
340,340,NPU
341,341,NPU
342,342,NPU
343,343,NPU
344,344,NPU
345,345,NPU
346,346,NPU
347,347,NPU
348,348,NPU
349,349,NPU
350,350,NPU
351,351,NPU
352,352,NPU
353,353,NPU
354,354,NPU
355,355,NPU
356,356,NPU
357,357,NPU
358,358,NPU
359,359,NPU
360,360,NPU
361,361,NPU
362,362,NPU
363,363,NPU
364,364,NPU
365,365,NPU
366,366,NPU
367,367,NPU
368,368,NPU
369,369,NPU
370,370,NPU
371,371,NPU
372,372,NPU
373,373,NPU
374,374,NPU
375,375,NPU
376,376,NPU
377,377,NPU
378,378,NPU
379,379,NPU
380,380,NPU
381,381,NPU
382,382,NPU
383,383,NPU
384,384,NPU
385,385,NPU
386,386,NPU
387,387,NPU
388,388,NPU
389,389,NPU
390,390,NPU
391,391,NPU
392,392,NPU
393,393,NPU
394,394,NPU
395,395,NPU
396,396,NPU
397,397,NPU
398,398,NPU
399,399,NPU
400,400,NPU
401,401,NPU
402,402,NPU
403,403,NPU
404,404,NPU
405,405,NPU
406,406,NPU
407,407,NPU
408,408,NPU
409,409,NPU
410,410,NPU
411,411,NPU
412,412,NPU
413,413,NPU
414,414,NPU
415,415,NPU
416,416,NPU
417,417,NPU
418,418,NPU
419,419,NPU
420,420,NPU
421,421,NPU
422,422,NPU
423,423,NPU
424,424,NPU
425,425,NPU
426,426,NPU
427,427,NPU
428,428,NPU
429,429,NPU
430,430,NPU
431,431,NPU
432,432,NPU
433,433,NPU
434,434,NPU
435,435,NPU
436,436,NPU
437,437,NPU
438,438,NPU
439,439,NPU
440,440,NPU
441,441,NPU
442,442,NPU
443,443,NPU
444,444,NPU
445,445,NPU
446,446,NPU
447,447,NPU
448,448,NPU
449,449,NPU
450,450,NPU
451,451,NPU
452,452,NPU
453,453,NPU
454,454,NPU
455,455,NPU
456,456,NPU
457,457,NPU
458,458,NPU
459,459,NPU
460,460,NPU
461,461,NPU
462,462,NPU
463,463,NPU
464,464,NPU
465,465,NPU
466,466,NPU
467,467,NPU
468,468,NPU
469,469,NPU
470,470,NPU
471,471,NPU
472,472,NPU
473,473,NPU
474,474,NPU
475,475,NPU
476,476,NPU
477,477,NPU
478,478,NPU
479,479,NPU
480,480,NPU
481,481,NPU
482,482,NPU
483,483,NPU
484,484,NPU
485,485,NPU
486,486,NPU
487,487,NPU
488,488,NPU
489,489,NPU
490,490,NPU
491,491,NPU
492,492,NPU
493,493,NPU
494,494,NPU
495,495,NPU
496,496,NPU
497,497,NPU
498,498,NPU
499,499,NPU
500,500,NPU
501,501,NPU
502,502,NPU
503,503,NPU
504,504,NPU
505,505,NPU
506,506,NPU
507,507,NPU
508,508,NPU
509,509,NPU
510,510,NPU
511,511,NPU
512,512,L1
513,513,L1
514,514,L1
515,515,L1
516,516,L1
517,517,L1
518,518,L1
519,519,L1
520,520,L1
521,521,L1
522,522,L1
523,523,L1
524,524,L1
525,525,L1
526,526,L1
527,527,L1
528,528,L1
529,529,L1
530,530,L1
531,531,L1
532,532,L1
533,533,L1
534,534,L1
535,535,L1
536,536,L1
537,537,L1
538,538,L1
539,539,L1
540,540,L1
541,541,L1
542,542,L1
543,543,L1
544,544,L1
545,545,L1
546,546,L1
547,547,L1
548,548,L1
549,549,L1
550,550,L1
551,551,L1
552,552,L1
553,553,L1
554,554,L1
555,555,L1
556,556,L1
557,557,L1
558,558,L1
559,559,L1
560,560,L1
561,561,L1
562,562,L1
563,563,L1
564,564,L1
565,565,L1
566,566,L1
567,567,L1
568,568,L1
569,569,L1
570,570,L1
571,571,L1
572,572,L1
573,573,L1
574,574,L1
575,575,L1
576,576,L1
577,577,L1
578,578,L1
579,579,L1
580,580,L1
581,581,L1
582,582,L1
583,583,L1
584,584,L1
585,585,L1
586,586,L1
587,587,L1
588,588,L1
589,589,L1
590,590,L1
591,591,L1
592,592,L1
593,593,L1
594,594,L1
595,595,L1
596,596,L1
597,597,L1
598,598,L1
599,599,L1
600,600,L1
601,601,L1
602,602,L1
603,603,L1
604,604,L1
605,605,L1
606,606,L1
607,607,L1
608,608,L1
609,609,L1
610,610,L1
611,611,L1
612,612,L1
613,613,L1
614,614,L1
615,615,L1
616,616,L1
617,617,L1
618,618,L1
619,619,L1
620,620,L1
621,621,L1
622,622,L1
623,623,L1
624,624,L1
625,625,L1
626,626,L1
627,627,L1
628,628,L1
629,629,L1
630,630,L1
631,631,L1
632,632,L1
633,633,L1
634,634,L1
635,635,L1
636,636,L1
637,637,L1
638,638,L1
639,639,L1
640,640,L1
641,641,L1
642,642,L1
643,643,L1
644,644,L1
645,645,L1
646,646,L1
647,647,L1
648,648,L1
649,649,L1
650,650,L1
651,651,L1
652,652,L1
653,653,L1
654,654,L1
655,655,L1
656,656,L1
657,657,L1
658,658,L1
659,659,L1
660,660,L1
661,661,L1
662,662,L1
663,663,L1
664,664,L1
665,665,L1
666,666,L1
667,667,L1
668,668,L1
669,669,L1
670,670,L1
671,671,L1
672,672,L1
673,673,L1
674,674,L1
675,675,L1
676,676,L1
677,677,L1
678,678,L1
679,679,L1
680,680,L1
681,681,L1
682,682,L1
683,683,L1
684,684,L1
685,685,L1
686,686,L1
687,687,L1
688,688,L1
689,689,L1
690,690,L1
691,691,L1
692,692,L1
693,693,L1
694,694,L1
695,695,L1
696,696,L1
697,697,L1
698,698,L1
699,699,L1
700,700,L1
701,701,L1
702,702,L1
703,703,L1
704,704,L1
705,705,L1
706,706,L1
707,707,L1
708,708,L1
709,709,L1
710,710,L1
711,711,L1
712,712,L1
713,713,L1
714,714,L1
715,715,L1
716,716,L1
717,717,L1
718,718,L1
719,719,L1
720,720,L1
721,721,L1
722,722,L1
723,723,L1
724,724,L1
725,725,L1
726,726,L1
727,727,L1
728,728,L1
729,729,L1
730,730,L1
731,731,L1
732,732,L1
733,733,L1
734,734,L1
735,735,L1
736,736,L1
737,737,L1
738,738,L1
739,739,L1
740,740,L1
741,741,L1
742,742,L1
743,743,L1
744,744,L1
745,745,L1
746,746,L1
747,747,L1
748,748,L1
749,749,L1
750,750,L1
751,751,L1
752,752,L1
753,753,L1
754,754,L1
755,755,L1
756,756,L1
757,757,L1
758,758,L1
759,759,L1
760,760,L1
761,761,L1
762,762,L1
763,763,L1
764,764,L1
765,765,L1
766,766,L1
767,767,L1
768,768,L1
769,769,L1
770,770,L1
771,771,L1
772,772,L1
773,773,L1
774,774,L1
775,775,L1
776,776,L1
777,777,L1
778,778,L1
779,779,L1
780,780,L1
781,781,L1
782,782,L1
783,783,L1
784,784,L1
785,785,L1
786,786,L1
787,787,L1
788,788,L1
789,789,L1
790,790,L1
791,791,L1
792,792,L1
793,793,L1
794,794,L1
795,795,L1
796,796,L1
797,797,L1
798,798,L1
799,799,L1
800,800,L1
801,801,L1
802,802,L1
803,803,L1
804,804,L1
805,805,L1
806,806,L1
807,807,L1
808,808,L1
809,809,L1
810,810,L1
811,811,L1
812,812,L1
813,813,L1
814,814,L1
815,815,L1
816,816,L1
817,817,L1
818,818,L1
819,819,L1
820,820,L1
821,821,L1
822,822,L1
823,823,L1
824,824,L1
825,825,L1
826,826,L1
827,827,L1
828,828,L1
829,829,L1
830,830,L1
831,831,L1
832,832,L1
833,833,L1
834,834,L1
835,835,L1
836,836,L1
837,837,L1
838,838,L1
839,839,L1
840,840,L1
841,841,L1
842,842,L1
843,843,L1
844,844,L1
845,845,L1
846,846,L1
847,847,L1
848,848,L1
849,849,L1
850,850,L1
851,851,L1
852,852,L1
853,853,L1
854,854,L1
855,855,L1
856,856,L1
857,857,L1
858,858,L1
859,859,L1
860,860,L1
861,861,L1
862,862,L1
863,863,L1
864,864,L1
865,865,L1
866,866,L1
867,867,L1
868,868,L1
869,869,L1
870,870,L1
871,871,L1
872,872,L1
873,873,L1
874,874,L1
875,875,L1
876,876,L1
877,877,L1
878,878,L1
879,879,L1
880,880,L1
881,881,L1
882,882,L1
883,883,L1
884,884,L1
885,885,L1
886,886,L1
887,887,L1
888,888,L1
889,889,L1
890,890,L1
891,891,L1
892,892,L1
893,893,L1
894,894,L1
895,895,L1
896,896,L1
897,897,L1
898,898,L1
899,899,L1
900,900,L1
901,901,L1
902,902,L1
903,903,L1
904,904,L1
905,905,L1
906,906,L1
907,907,L1
908,908,L1
909,909,L1
910,910,L1
911,911,L1
912,912,L1
913,913,L1
914,914,L1
915,915,L1
916,916,L1
917,917,L1
918,918,L1
919,919,L1
920,920,L1
921,921,L1
922,922,L1
923,923,L1
924,924,L1
925,925,L1
926,926,L1
927,927,L1
928,928,L1
929,929,L1
930,930,L1
931,931,L1
932,932,L1
933,933,L1
934,934,L1
935,935,L1
936,936,L1
937,937,L1
938,938,L1
939,939,L1
940,940,L1
941,941,L1
942,942,L1
943,943,L1
944,944,L1
945,945,L1
946,946,L1
947,947,L1
948,948,L1
949,949,L1
950,950,L1
951,951,L1
952,952,L1
953,953,L1
954,954,L1
955,955,L1
956,956,L1
957,957,L1
958,958,L1
959,959,L1
960,960,L1
961,961,L1
962,962,L1
963,963,L1
964,964,L1
965,965,L1
966,966,L1
967,967,L1
968,968,L1
969,969,L1
970,970,L1
971,971,L1
972,972,L1
973,973,L1
974,974,L1
975,975,L1
976,976,L1
977,977,L1
978,978,L1
979,979,L1
980,980,L1
981,981,L1
982,982,L1
983,983,L1
984,984,L1
985,985,L1
986,986,L1
987,987,L1
988,988,L1
989,989,L1
990,990,L1
991,991,L1
992,992,L1
993,993,L1
994,994,L1
995,995,L1
996,996,L1
997,997,L1
998,998,L1
999,999,L1
1000,1000,L1
1001,1001,L1
1002,1002,L1
1003,1003,L1
1004,1004,L1
1005,1005,L1
1006,1006,L1
1007,1007,L1
1008,1008,L1
1009,1009,L1
1010,1010,L1
1011,1011,L1
1012,1012,L1
1013,1013,L1
1014,1014,L1
1015,1015,L1
1016,1016,L1
1017,1017,L1
1018,1018,L1
1019,1019,L1
1020,1020,L1
1021,1021,L1
1022,1022,L1
1023,1023,L1
1024,1024,L2
1025,1025,L2
1026,1026,L2
1027,1027,L2
1028,1028,L2
1029,1029,L2
1030,1030,L2
1031,1031,L2
1032,1032,L2
1033,1033,L2
1034,1034,L2
1035,1035,L2
1036,1036,L2
1037,1037,L2
1038,1038,L2
1039,1039,L2
1040,1040,L2
1041,1041,L2
1042,1042,L2
1043,1043,L2
1044,1044,L2
1045,1045,L2
1046,1046,L2
1047,1047,L2
1048,1048,L2
1049,1049,L2
1050,1050,L2
1051,1051,L2
1052,1052,L2
1053,1053,L2
1054,1054,L2
1055,1055,L2
1056,1056,L2
1057,1057,L2
1058,1058,L2
1059,1059,L2
1060,1060,L2
1061,1061,L2
1062,1062,L2
1063,1063,L2
1064,1064,L2
1065,1065,L2
1066,1066,L2
1067,1067,L2
1068,1068,L2
1069,1069,L2
1070,1070,L2
1071,1071,L2
1072,1072,L2
1073,1073,L2
1074,1074,L2
1075,1075,L2
1076,1076,L2
1077,1077,L2
1078,1078,L2
1079,1079,L2
1080,1080,L2
1081,1081,L2
1082,1082,L2
1083,1083,L2
1084,1084,L2
1085,1085,L2
1086,1086,L2
1087,1087,L2
1088,1088,L2
1089,1089,L2
1090,1090,L2
1091,1091,L2
1092,1092,L2
1093,1093,L2
1094,1094,L2
1095,1095,L2
1096,1096,L2
1097,1097,L2
1098,1098,L2
1099,1099,L2
1100,1100,L2
1101,1101,L2
1102,1102,L2
1103,1103,L2
1104,1104,L2
1105,1105,L2
1106,1106,L2
1107,1107,L2
1108,1108,L2
1109,1109,L2
1110,1110,L2
1111,1111,L2
1112,1112,L2
1113,1113,L2
1114,1114,L2
1115,1115,L2
1116,1116,L2
1117,1117,L2
1118,1118,L2
1119,1119,L2
1120,1120,L2
1121,1121,L2
1122,1122,L2
1123,1123,L2
1124,1124,L2
1125,1125,L2
1126,1126,L2
1127,1127,L2
1128,1128,L2
1129,1129,L2
1130,1130,L2
1131,1131,L2
1132,1132,L2
1133,1133,L2
1134,1134,L2
1135,1135,L2
1136,1136,L2
1137,1137,L2
1138,1138,L2
1139,1139,L2
1140,1140,L2
1141,1141,L2
1142,1142,L2
1143,1143,L2
1144,1144,L2
1145,1145,L2
1146,1146,L2
1147,1147,L2
1148,1148,L2
1149,1149,L2
1150,1150,L2
1151,1151,L2
1152,1152,5808
1153,1153,5808
1154,1154,5808
1155,1155,5808
1156,1156,5808
1157,1157,5808
1158,1158,5808
1159,1159,5808
1160,1160,5808
1161,1161,5808
1162,1162,5808
1163,1163,5808
1164,1164,5808
1165,1165,5808
1166,1166,5808
1167,1167,5808
1168,1168,5808
1169,1169,5808
1170,1170,5808
1171,1171,5808
1172,1172,5808
1173,1173,5808
1174,1174,5808
1175,1175,5808
1176,1176,5808
1177,1177,5808
1178,1178,5808
1179,1179,5808
1180,1180,5808
1181,1181,5808
1182,1182,5808
1183,1183,5808
